source_root,relative_path,extension,size_bytes,relevance_score,matched_keywords,contains_range32,contains_32track,contains_scan_order,contains_heat_load,contains_abaqus,contains_mdb,contains_job,notes
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\J2D_RL20_A12_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\J2D_RL20_A12_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\README.md,.md,672,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A12_V01\strategy_metadata.json,.json,2523,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\J2D_RL20_A13_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\J2D_RL20_A13_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\README.md,.md,642,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A13_V01\strategy_metadata.json,.json,2493,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\J2D_RL20_A14_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\J2D_RL20_A14_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\README.md,.md,672,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A14_V01\strategy_metadata.json,.json,2523,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\J2D_RL20_A15_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\J2D_RL20_A15_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\README.md,.md,672,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A15_V01\strategy_metadata.json,.json,2523,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\J2D_RL20_A16_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\J2D_RL20_A16_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\README.md,.md,606,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A16_V01\strategy_metadata.json,.json,2467,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\J2D_RL20_A17_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\J2D_RL20_A17_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\README.md,.md,606,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A17_V01\strategy_metadata.json,.json,2468,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\J2D_RL20_A18_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\J2D_RL20_A18_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\README.md,.md,606,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A18_V01\strategy_metadata.json,.json,2468,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\J2D_RL20_A19_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\J2D_RL20_A19_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\README.md,.md,606,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A19_V01\strategy_metadata.json,.json,2468,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\J2D_RL20_A20_V01.inp,.inp,108004,8,cae;abaqus;inp;track;32track;model;generate;lded,False,True,False,True,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\J2D_RL20_A20_V01.jnl,.jnl,557,16,cae;abaqus;inp;jnl;track;scan;32track;model;generate;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\README.md,.md,606,13,cae;abaqus;track;scan;32track;model;lded,False,False,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\scan_order.json,.json,374,12,cae;track;scan;32track;model;lded,False,False,True,False,False,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\scan_step_mapping.csv,.csv,2265,11,cae;heat;load;track;scan;32track;model;lded,False,False,False,True,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_rl_approved20_v01\RL20_A20_V01\strategy_metadata.json,.json,2468,18,cae;abaqus;inp;jnl;track;scan;32track;full;model;generation;generate;lded,False,True,True,False,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\README_RL_COMPONENT_V2_CONSERVATIVE30_HANDOFF.md,.md,4906,11,cae;abaqus;inp;track;scan;32track;full;model;generation;generate;lded,False,True,False,False,True,False,True,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A01_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A01_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A01_V01\J2D_RLV2C_A01_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A01_V01\J2D_RLV2C_A01_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A01_V01\strategy_metadata.json,.json,3874,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A02_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A02_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A02_V01\J2D_RLV2C_A02_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A02_V01\J2D_RLV2C_A02_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A02_V01\strategy_metadata.json,.json,3872,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A03_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A03_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A03_V01\J2D_RLV2C_A03_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A03_V01\J2D_RLV2C_A03_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A03_V01\strategy_metadata.json,.json,3874,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A04_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A04_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A04_V01\J2D_RLV2C_A04_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A04_V01\J2D_RLV2C_A04_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A04_V01\strategy_metadata.json,.json,3870,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A05_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A05_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A05_V01\J2D_RLV2C_A05_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A05_V01\J2D_RLV2C_A05_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A05_V01\strategy_metadata.json,.json,3873,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A06_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A06_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A06_V01\J2D_RLV2C_A06_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A06_V01\J2D_RLV2C_A06_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A06_V01\strategy_metadata.json,.json,3863,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A07_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A07_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A07_V01\J2D_RLV2C_A07_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A07_V01\J2D_RLV2C_A07_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A07_V01\strategy_metadata.json,.json,3875,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A08_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A08_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A08_V01\J2D_RLV2C_A08_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A08_V01\J2D_RLV2C_A08_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A08_V01\strategy_metadata.json,.json,3872,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A09_V01\boundary_inp_summary.csv,.csv,186,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A09_V01\boundary_inp_summary.md,.md,276,6,cae;inp;track;32track;model;lded,False,False,False,False,False,False,False,supporting source or documentation
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A09_V01\J2D_RLV2C_A09_V01.inp,.inp,104345,12,cae;abaqus;inp;track;scan;32track;model;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A09_V01\J2D_RLV2C_A09_V01.jnl,.jnl,27823,21,cae;abaqus;inp;jnl;heat;load;track;scan;32track;model;generate;lded,False,True,True,True,True,True,True,candidate generation/template source
D:\Projects\RL-LAM-ScanOpt,LDED_2D_CAE_Framework\cae_models\32track_RL_component_v2_conservative30_v01\RLV2C_A09_V01\strategy_metadata.json,.json,3876,23,cae;abaqus;inp;jnl;heat;load;track;scan;32track;full;model;generation;generate;lded,False,True,True,True,True,False,True,candidate generation/template source
