case_id,N,strategy_id,job_name,case_dir,sta_path,dat_path,msg_path,odb_path,lck_paths,sta_exists,dat_exists,msg_exists,odb_exists,odb_size_bytes,lck_present,sta_success_marker,sta_abort_marker,dat_fatal_marker,msg_fatal_marker,log_fatal_marker,final_completion_status,notes
N40_A03_greedy_maximin_distance,N40,A03,J2D_N40_N40_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A03_greedy_maximin_distance\J2D_N40_N40_A03_greedy_maximin_distance.odb,,True,True,True,True,457882184,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A04_method_c_u2_first_engineering,N40,A04,J2D_N40_N40_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A04_method_c_u2_first_engineering\J2D_N40_N40_A04_method_c_u2_first_engineering.odb,,True,True,True,True,484251016,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A05_center_out,N40,A05,J2D_N40_N40_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A05_center_out\J2D_N40_N40_A05_center_out.odb,,True,True,True,True,488503600,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A06_edge_in_alternating,N40,A06,J2D_N40_N40_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A06_edge_in_alternating\J2D_N40_N40_A06_edge_in_alternating.odb,,True,True,True,True,485071784,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A07_regular_jump_coprime,N40,A07,J2D_N40_N40_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A07_regular_jump_coprime\J2D_N40_N40_A07_regular_jump_coprime.odb,,True,True,True,True,444711236,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A08_block_interleaved_quarters,N40,A08,J2D_N40_N40_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A08_block_interleaved_quarters\J2D_N40_N40_A08_block_interleaved_quarters.odb,,True,True,True,True,439322288,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A09_center_edge_alternating,N40,A09,J2D_N40_N40_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A09_center_edge_alternating\J2D_N40_N40_A09_center_edge_alternating.odb,,True,True,True,True,444795436,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,N40,A10,J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A10_graph_pointer_policy_zero_shot_or_proxy_best\J2D_N40_N40_A10_graph_pointer_policy_zero_shot_or_proxy_best.odb,,True,True,True,True,464996792,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A11_graph_pointer_policy_diverse_01,N40,A11,J2D_N40_N40_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A11_graph_pointer_policy_diverse_01\J2D_N40_N40_A11_graph_pointer_policy_diverse_01.odb,,True,True,True,True,448146356,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A12_graph_pointer_policy_diverse_02,N40,A12,J2D_N40_N40_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A12_graph_pointer_policy_diverse_02\J2D_N40_N40_A12_graph_pointer_policy_diverse_02.odb,,True,True,True,True,464186408,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A13_graph_pointer_policy_anti_odd_even_novelty,N40,A13,J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A13_graph_pointer_policy_anti_odd_even_novelty\J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty.odb,,True,True,True,True,461940604,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A14_graph_pointer_policy_u2first_proxy,N40,A14,J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A14_graph_pointer_policy_u2first_proxy\J2D_N40_N40_A14_graph_pointer_policy_u2first_proxy.odb,,True,True,True,True,465741308,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
N40_A15_graph_pointer_policy_balanced_dispersion_proxy,N40,A15,J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.sta,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.dat,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.msg,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_true_variable_N_probe60_v01\N40\N40_A15_graph_pointer_policy_balanced_dispersion_proxy\J2D_N40_N40_A15_graph_pointer_policy_balanced_dispersion_proxy.odb,,True,True,True,True,459115092,False,True,False,False,False,False,WARNING_SUCCESS_WITH_WARNINGS,sta_success_and_odb_present_with_nonfatal_warnings
