n,jnl_path,line,matched_tokens,snippet
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,93,mdb.models,"0090:     addUndoState=False, entity1=
0091:     mdb.models['Model-1'].sketches['__profile__'].geometry[5], entity2=
0092:     mdb.models['Model-1'].sketches['__profile__'].geometry[34])
0093: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0094:     addUndoState=False, entity1=
0095:     mdb.models['Model-1'].sketches['__profile__'].vertices[54], entity2=
0096:     mdb.models['Model-1'].sketches['__profile__'].geometry[5])"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,95,mdb.models,"0092:     mdb.models['Model-1'].sketches['__profile__'].geometry[34])
0093: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0094:     addUndoState=False, entity1=
0095:     mdb.models['Model-1'].sketches['__profile__'].vertices[54], entity2=
0096:     mdb.models['Model-1'].sketches['__profile__'].geometry[5])
0097: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0098:     addUndoState=False, entity1="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,96,mdb.models,"0093: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0094:     addUndoState=False, entity1=
0095:     mdb.models['Model-1'].sketches['__profile__'].vertices[54], entity2=
0096:     mdb.models['Model-1'].sketches['__profile__'].geometry[5])
0097: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0098:     addUndoState=False, entity1=
0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,97,mdb.models,"0094:     addUndoState=False, entity1=
0095:     mdb.models['Model-1'].sketches['__profile__'].vertices[54], entity2=
0096:     mdb.models['Model-1'].sketches['__profile__'].geometry[5])
0097: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0098:     addUndoState=False, entity1=
0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2=
0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,99,mdb.models,"0096:     mdb.models['Model-1'].sketches['__profile__'].geometry[5])
0097: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0098:     addUndoState=False, entity1=
0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2=
0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])
0101: mdb.models['Model-1'].sketches['__profile__'].DistanceDimension(entity1=
0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,100,mdb.models,"0097: mdb.models['Model-1'].sketches['__profile__'].CoincidentConstraint(
0098:     addUndoState=False, entity1=
0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2=
0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])
0101: mdb.models['Model-1'].sketches['__profile__'].DistanceDimension(entity1=
0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2=
0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,101,mdb.models,"0098:     addUndoState=False, entity1=
0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2=
0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])
0101: mdb.models['Model-1'].sketches['__profile__'].DistanceDimension(entity1=
0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2=
0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=(
0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,102,mdb.models,"0099:     mdb.models['Model-1'].sketches['__profile__'].vertices[55], entity2=
0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])
0101: mdb.models['Model-1'].sketches['__profile__'].DistanceDimension(entity1=
0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2=
0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=(
0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,103,mdb.models,"0100:     mdb.models['Model-1'].sketches['__profile__'].geometry[3])
0101: mdb.models['Model-1'].sketches['__profile__'].DistanceDimension(entity1=
0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2=
0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=(
0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,105,mdb.models,"0102:     mdb.models['Model-1'].sketches['__profile__'].geometry[34], entity2=
0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=(
0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,106,mdb.models,"0103:     mdb.models['Model-1'].sketches['__profile__'].geometry[2], textPoint=(
0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,107,mdb.models,"0104:     -0.0281608956158161, -0.000651412630453706), value=0.002)
0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,108,mdb.models,"0105: mdb.models['Model-1'].parts['part_plate'].PartitionFaceBySketch(faces=
0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #fffff ]', ), ), name='section_all')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,109,mdb.models,"0106:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #fffff ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,110,mdb.models,"0107:     '[#1 ]', ), ), sketch=mdb.models['Model-1'].sketches['__profile__'])
0108: del mdb.models['Model-1'].sketches['__profile__']
0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #fffff ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,112,mdb.models,"0109: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #fffff ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,113,mdb.models,"0110:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0111:     '[#ffffffff #fffff ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,114,set_body_heat_,"0111:     '[#ffffffff #fffff ]', ), ), name='section_all')
0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,115,mdb.models,"0112: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,116,mdb.models,"0113:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,117,set_body_heat_,"0114:     '[#0 #40000 ]', ), ), name='set_body_heat_00')
0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,118,mdb.models,"0115: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,119,mdb.models,"0116:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,120,set_body_heat_,"0117:     '[#0 #8000 ]', ), ), name='set_body_heat_01')
0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,121,mdb.models,"0118: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,122,mdb.models,"0119:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,123,set_body_heat_,"0120:     '[#0 #2000 ]', ), ), name='set_body_heat_02')
0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,124,mdb.models,"0121: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,125,mdb.models,"0122:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,126,set_body_heat_,"0123:     '[#0 #800 ]', ), ), name='set_body_heat_03')
0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,127,mdb.models,"0124: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,128,mdb.models,"0125:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,129,set_body_heat_,"0126:     '[#0 #200 ]', ), ), name='set_body_heat_04')
0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,130,mdb.models,"0127: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,131,mdb.models,"0128:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,132,set_body_heat_,"0129:     '[#0 #80 ]', ), ), name='set_body_heat_05')
0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,133,mdb.models,"0130: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,134,mdb.models,"0131:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,135,set_body_heat_,"0132:     '[#0 #20 ]', ), ), name='set_body_heat_06')
0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,136,mdb.models,"0133: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,137,mdb.models,"0134:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,138,set_body_heat_,"0135:     '[#0 #8 ]', ), ), name='set_body_heat_07')
0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#80000000 ]', ), ), name='set_body_heat_09')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,139,mdb.models,"0136: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#80000000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces="
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,140,mdb.models,"0137:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#80000000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask(("
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,141,set_body_heat_,"0138:     '[#0 #2 ]', ), ), name='set_body_heat_08')
0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#80000000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#20000000 ]', ), ), name='set_body_heat_10')"
24,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.jnl,142,mdb.models,"0139: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0140:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0141:     '[#80000000 ]', ), ), name='set_body_heat_09')
0142: mdb.models['Model-1'].parts['part_plate'].Set(faces=
0143:     mdb.models['Model-1'].parts['part_plate'].faces.getSequenceFromMask((
0144:     '[#20000000 ]', ), ), name='set_body_heat_10')
0145: mdb.models['Model-1'].parts['part_plate'].Set(faces="
