n,objective,rank,value,lower_is_better,strategy_name,handoff_strategy_name,dataset_source,order_hash,order_compact,order_json,teacher_validation_status,completion_status,odb_extraction_status,solver_audit_status,job_name,source_run
24,constrained_reward,2,0.8349206349206351,False,S3R54CAL64_N24_B09_penalty_repair,S3R54CAL64_N24_B09_penalty_repair,run56_calibrated_N24_N40_batch64,7e3ca6ba29b7babb,22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B09_penalty_repair,Run56
24,constrained_reward,3,0.8071428571428572,False,S3R69SNR_N24_B04_n24_uncertainty,S3R69SNR_N24_B04_n24_uncertainty,run71_smallN_recovery_focused_batch40,03078ca2a17672da,22-17-15-13-9-5-7-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B04_n24_uncertainty,Run71
24,constrained_reward,4,0.7984126984126984,False,S3R54CAL64_N24_B06_n24_u2ret_repair,S3R54CAL64_N24_B06_n24_u2ret_repair,run56_calibrated_N24_N40_batch64,dba4df19fba81697,22-21-19-15-13-9-7-5-3-1-11-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B06_n24_u2ret_repair,Run56
24,constrained_reward,5,0.7849206349206349,False,S3R54CAL64_N24_B18_two_stage_repair,S3R54CAL64_N24_B18_two_stage_repair,run56_calibrated_N24_N40_batch64,29d254cc5d45a140,23-17-15-13-9-7-5-3-1-11-19-21-22-0-2-4-6-8-10-12-14-16-18-20,"[23,17,15,13,9,7,5,3,1,11,19,21,22,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B18_two_stage_repair,Run56
24,strict_penalty_guard,1,0.8505291005291007,False,S3R44CNS_N24_B16_uncertainty,S3R44CNS_N24_B16_uncertainty,run46_constrained_N24_N40_batch32,e72abd003436348f,22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R44CNS_N24_B16_uncertainty,Run46
24,strict_penalty_guard,2,0.8373015873015872,False,S3R54CAL64_N24_B09_penalty_repair,S3R54CAL64_N24_B09_penalty_repair,run56_calibrated_N24_N40_batch64,7e3ca6ba29b7babb,22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B09_penalty_repair,Run56
24,strict_penalty_guard,3,0.8293650793650794,False,S3R69SNR_N24_B04_n24_uncertainty,S3R69SNR_N24_B04_n24_uncertainty,run71_smallN_recovery_focused_batch40,03078ca2a17672da,22-17-15-13-9-5-7-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B04_n24_uncertainty,Run71
24,strict_penalty_guard,4,0.8015873015873016,False,S3R54CAL64_N24_B06_n24_u2ret_repair,S3R54CAL64_N24_B06_n24_u2ret_repair,run56_calibrated_N24_N40_batch64,dba4df19fba81697,22-21-19-15-13-9-7-5-3-1-11-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B06_n24_u2ret_repair,Run56
24,strict_penalty_guard,5,0.791005291005291,False,S3R54CAL64_N24_B18_two_stage_repair,S3R54CAL64_N24_B18_two_stage_repair,run56_calibrated_N24_N40_batch64,29d254cc5d45a140,23-17-15-13-9-7-5-3-1-11-19-21-22-0-2-4-6-8-10-12-14-16-18-20,"[23,17,15,13,9,7,5,3,1,11,19,21,22,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B18_two_stage_repair,Run56
24,penalty_repair,1,0.8466931216931217,False,S3R69SNR_N24_B04_n24_uncertainty,S3R69SNR_N24_B04_n24_uncertainty,run71_smallN_recovery_focused_batch40,03078ca2a17672da,22-17-15-13-9-5-7-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B04_n24_uncertainty,Run71
24,penalty_repair,2,0.83505291005291,False,S3R44CNS_N24_B16_uncertainty,S3R44CNS_N24_B16_uncertainty,run46_constrained_N24_N40_batch32,e72abd003436348f,22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R44CNS_N24_B16_uncertainty,Run46
24,penalty_repair,3,0.828174603174603,False,S3R54CAL64_N24_B09_penalty_repair,S3R54CAL64_N24_B09_penalty_repair,run56_calibrated_N24_N40_batch64,7e3ca6ba29b7babb,22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B09_penalty_repair,Run56
24,penalty_repair,4,0.8138888888888889,False,S3R69SNR_N24_B03_n24_uncertainty,S3R69SNR_N24_B03_n24_uncertainty,run71_smallN_recovery_focused_batch40,078633e14ca02b45,22-17-15-13-9-7-5-3-1-11-19-21-23-0-6-4-2-10-8-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,6,4,2,10,8,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B03_n24_uncertainty,Run71
24,penalty_repair,5,0.7953703703703703,False,S3R54CAL64_N24_B20_median_guard,S3R54CAL64_N24_B20_median_guard,run56_calibrated_N24_N40_batch64,774d279f3ac63e56,22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-14-10-12-8-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,10,12,8,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B20_median_guard,Run56
40,U2,1,4.5779268475598656e-05,True,S3R64VNR_N40_B15_n40_u2ret_anchor,S3R64VNR_N40_B15_n40_u2ret_anchor,run66_variable_N_recovery_anchor_batch48,d9c22149ede815b6,0-2-4-6-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-7-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,6,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B15_n40_u2ret_anchor,Run66
40,U2,2,4.985593659512233e-05,True,S3R64VNR_N40_B03_n40_penalty_anchor,S3R64VNR_N40_B03_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,520a2adf7b065203,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B03_n40_penalty_anchor,Run66
40,U2,3,5.130235695105512e-05,True,S3R59N40PR40_N40_B17_n40_two_stage,S3R59N40PR40_N40_B17_n40_two_stage,run61_custom_N40_focused_batch40,d48ea0f533c23728,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N40_B17_n40_two_stage,Run61
40,U2,4,5.191683794691926e-05,True,S3R59N40PR40_N40_B14_n40_penalty_top,S3R59N40PR40_N40_B14_n40_penalty_top,run61_custom_N40_focused_batch40,4c0745929566fc08,0-2-3-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-5-1-21-23-25-27-29-31-33-35-37-39,"[0,2,3,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,5,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N40_B14_n40_penalty_top,Run61
40,U2,5,5.201993008085992e-05,True,S3R54CAL64_N40_B12_penalty_repair,S3R54CAL64_N40_B12_penalty_repair,run56_calibrated_N24_N40_batch64,3a8b37da73564a99,0-3-5-7-9-11-13-15-17-19-24-26-28-30-32-38-36-34-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,32,38,36,34,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N40_B12_penalty_repair,Run56
40,PEEQ,1,0.1440253555774688,True,S3R39N2440B60_N40_B10_surrogate_top,S3R39N2440B60_N40_B10_surrogate_top,run41_native_N24_N40_focused_batch60,ea73009f75c06ec9,14-30-20-8-2-24-32-28-26-0-34-18-16-36-12-4-10-22-38-6-19-23-29-31-37-13-7-27-35-39-9-1-21-11-5-17-25-15-3-33,"[14,30,20,8,2,24,32,28,26,0,34,18,16,36,12,4,10,22,38,6,19,23,29,31,37,13,7,27,35,39,9,1,21,11,5,17,25,15,3,33]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B10_surrogate_top,Run41
40,PEEQ,2,0.1442238241434097,True,S3R19B28_N40_B05_diversity_top,S3R19B28_N40_B05_diversity_top,batch28_run20,,,"[2,35,28,21,14,7,0,33,26,19,12,5,38,31,24,17,10,3,36,29,22,15,8,1,34,27,20,13,6,39,32,25,18,11,4,37,30,23,16,9]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3R19B28_N40_B05_diversity_top,Run20
40,PEEQ,3,0.1472502499818802,True,S3R34N32INF_N40_B06_diversity,S3R34N32INF_N40_B06_diversity,run36_N32_informed_native_batch32,56bfd1e62ace1007,38-34-32-20-28-12-10-26-24-16-6-2-0-30-8-14-36-18-4-22-21-29-19-27-31-25-39-11-9-7-1-13-33-35-23-15-3-17-5-37,"[38,34,32,20,28,12,10,26,24,16,6,2,0,30,8,14,36,18,4,22,21,29,19,27,31,25,39,11,9,7,1,13,33,35,23,15,3,17,5,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N40_B06_diversity,Run36
40,PEEQ,4,0.1480723470449447,True,S3R54CAL64_N40_B32_diversity,S3R54CAL64_N40_B32_diversity,run56_calibrated_N24_N40_batch64,725d33d93597de65,37-34-31-28-25-22-19-16-13-10-7-4-1-38-35-32-29-26-23-20-17-14-11-8-5-2-39-36-33-30-27-24-21-18-15-12-9-6-3-0,"[37,34,31,28,25,22,19,16,13,10,7,4,1,38,35,32,29,26,23,20,17,14,11,8,5,2,39,36,33,30,27,24,21,18,15,12,9,6,3,0]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N40_B32_diversity,Run56
40,PEEQ,5,0.1485017389059066,True,S3R39N2440B60_N40_B13_surrogate_top,S3R39N2440B60_N40_B13_surrogate_top,run41_native_N24_N40_focused_batch60,7f87762ecbab35eb,4-20-16-32-22-30-34-36-8-10-26-28-6-0-14-2-24-18-12-38-1-25-29-31-27-33-37-21-13-5-39-19-11-3-17-23-7-15-35-9,"[4,20,16,32,22,30,34,36,8,10,26,28,6,0,14,2,24,18,12,38,1,25,29,31,27,33,37,21,13,5,39,19,11,3,17,23,7,15,35,9]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B13_surrogate_top,Run41
40,SurfaceT,1,581119040.0,True,S3R19B28_N40_B06_uncertainty_calibration,S3R19B28_N40_B06_uncertainty_calibration,batch28_run20,,,"[19,37,15,33,11,29,7,25,3,21,39,17,35,13,31,9,27,5,23,1,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3R19B28_N40_B06_uncertainty_calibration,Run20
40,SurfaceT,2,581541824.0,True,N40_A13_graph_pointer_policy_anti_odd_even_novelty,,probe60_run08,,,"[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",PASS_ODB_EXTRACTED,,,,J2D_N40_N40_A13_graph_pointer_policy_anti_odd_even_novelty,Run08
40,SurfaceT,3,581591424.0,True,S3R24L64_N40_B01_top_region,S3R24L64_N40_B01_top_region,shortlist64_run27,cc574ee97e23d3a0,0-2-4-6-8-10-12-38-36-34-32-30-28-26-24-22-20-18-16-14-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,6,8,10,12,38,36,34,32,30,28,26,24,22,20,18,16,14,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N40_B01_top_region,Run27
40,SurfaceT,4,581616832.0,True,S3R39N2440B60_N40_B01_n40_u2_near,S3R39N2440B60_N40_B01_n40_u2_near,run41_native_N24_N40_focused_batch60,2be93a3db4bceb7f,0-2-4-6-7-9-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-8-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,6,7,9,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,8,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B01_n40_u2_near,Run41
40,SurfaceT,5,581629376.0,True,S3R39N2440B60_N40_B03_n40_u2_near,S3R39N2440B60_N40_B03_n40_u2_near,run41_native_N24_N40_focused_batch60,9be5805c286ff5e5,0-2-4-6-8-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-7-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,6,8,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B03_n40_u2_near,Run41
40,Mises,1,579924032.0,True,N40_A07_regular_jump_coprime,,probe60_run08,,,"[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",PASS_ODB_EXTRACTED,,,,J2D_N40_N40_A07_regular_jump_coprime,Run08
40,Mises,2,579924096.0,True,N40_A09_center_edge_alternating,,probe60_run08,,,"[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",PASS_ODB_EXTRACTED,,,,J2D_N40_N40_A09_center_edge_alternating,Run08
40,Mises,3,579924352.0,True,S3R39N2440B60_N40_B25_diversity,S3R39N2440B60_N40_B25_diversity,run41_native_N24_N40_focused_batch60,4fc7da5367ae2426,9-32-15-38-21-4-27-10-33-16-39-22-5-28-11-34-17-0-23-6-29-12-35-18-1-24-7-30-13-36-19-2-25-8-31-14-37-20-3-26,"[9,32,15,38,21,4,27,10,33,16,39,22,5,28,11,34,17,0,23,6,29,12,35,18,1,24,7,30,13,36,19,2,25,8,31,14,37,20,3,26]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B25_diversity,Run41
40,Mises,4,579924416.0,True,N40_A08_block_interleaved_quarters,,probe60_run08,,,"[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",PASS_ODB_EXTRACTED,,,,J2D_N40_N40_A08_block_interleaved_quarters,Run08
40,Mises,5,579924416.0,True,S3R39N2440B60_N40_B24_diversity,S3R39N2440B60_N40_B24_diversity,run41_native_N24_N40_focused_batch60,8b25246ab5066fef,3-20-37-14-31-8-25-2-19-36-13-30-7-24-1-18-35-12-29-6-23-0-17-34-11-28-5-22-39-16-33-10-27-4-21-38-15-32-9-26,"[3,20,37,14,31,8,25,2,19,36,13,30,7,24,1,18,35,12,29,6,23,0,17,34,11,28,5,22,39,16,33,10,27,4,21,38,15,32,9,26]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N40_B24_diversity,Run41
40,u2_primary,1,0.9395121951219512,False,S3R64VNR_N40_B03_n40_penalty_anchor,S3R64VNR_N40_B03_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,520a2adf7b065203,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B03_n40_penalty_anchor,Run66
40,u2_primary,2,0.918048780487805,False,S3R64VNR_N40_B12_n40_u2ret_anchor,S3R64VNR_N40_B12_n40_u2ret_anchor,run66_variable_N_recovery_anchor_batch48,d515702c8928ef8e,0-2-6-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-4-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,6,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,4,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B12_n40_u2ret_anchor,Run66
40,u2_primary,3,0.9131707317073172,False,S3R59N40PR40_N40_B17_n40_two_stage,S3R59N40PR40_N40_B17_n40_two_stage,run61_custom_N40_focused_batch40,d48ea0f533c23728,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N40_B17_n40_two_stage,Run61
40,u2_primary,4,0.9126829268292684,False,S3R69SNR_N40_B01_n40_anchor_ref,S3R69SNR_N40_B01_n40_anchor_ref,run71_smallN_recovery_focused_batch40,98dc290342f4d5f2,0-2-4-7-9-11-13-15-17-19-34-38-36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,38,36,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N40_B01_n40_anchor_ref,Run71
40,u2_primary,5,0.8780487804878049,False,S3R64VNR_N40_B04_n40_penalty_anchor,S3R64VNR_N40_B04_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,7ce8fea890686db6,0-2-4-7-9-11-13-15-17-19-34-38-36-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,4,7,9,11,13,15,17,19,34,38,36,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B04_n40_penalty_anchor,Run66
40,constrained_reward,1,0.9097560975609756,False,S3R64VNR_N40_B03_n40_penalty_anchor,S3R64VNR_N40_B03_n40_penalty_anchor,run66_variable_N_recovery_anchor_batch48,520a2adf7b065203,0-2-4-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-6-5-3-1-21-23-25-27-29-31-33-35-39-37,"[0,2,4,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,6,5,3,1,21,23,25,27,29,31,33,35,39,37]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B03_n40_penalty_anchor,Run66
40,constrained_reward,2,0.8890243902439023,False,S3R64VNR_N40_B12_n40_u2ret_anchor,S3R64VNR_N40_B12_n40_u2ret_anchor,run66_variable_N_recovery_anchor_batch48,d515702c8928ef8e,0-2-6-7-9-11-13-15-17-19-34-36-38-32-30-28-26-24-22-20-18-16-14-12-10-8-4-5-3-1-21-23-25-27-29-31-33-35-37-39,"[0,2,6,7,9,11,13,15,17,19,34,36,38,32,30,28,26,24,22,20,18,16,14,12,10,8,4,5,3,1,21,23,25,27,29,31,33,35,37,39]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N40_B12_n40_u2ret_anchor,Run66
